CustomerKey;FirstName;LastName;ProductKey;SpanishProductName
11054;Deanna;Munoz;564;Paseo: 1000, amarilla, 60
11054;Deanna;Munoz;359;Montaña: 200, negra, 38
11054;Deanna;Munoz;344;Montaña: 100, plateada, 38
11055;Gilbert;Raje;351;Montaña: 100, negra, 48
11055;Gilbert;Raje;562;Paseo: 1000, amarilla, 50
11055;Gilbert;Raje;353;Montaña: 200, plateada, 38
11056;Michele;Nath;562;Paseo: 1000, amarilla, 50
11056;Michele;Nath;353;Montaña: 200, plateada, 38
11056;Michele;Nath;350;Montaña: 100, negra, 44
11057;Carl;Andersen;562;Paseo: 1000, amarilla, 50
11057;Carl;Andersen;351;Montaña: 100, negra, 48
11057;Carl;Andersen;357;Montaña: 200, plateada, 46
11058;Marc;Diaz;347;Montaña: 100, plateada, 48
11058;Marc;Diaz;573;Paseo: 1000, azul, 46
11058;Marc;Diaz;355;Montaña: 200, plateada, 42
11060;Jon;Zhou;575;Paseo: 1000, azul, 54
11060;Jon;Zhou;353;Montaña: 200, plateada, 38
11060;Jon;Zhou;345;Montaña: 100, plateada, 42
11061;Todd;Gao;357;Montaña: 200, plateada, 46
11061;Todd;Gao;348;Montaña: 100, negra, 38
11061;Todd;Gao;564;Paseo: 1000, amarilla, 60
11062;Noah;Powell;361;Montaña: 200, negra, 42
11063;Angela;Murphy;363;Montaña: 200, negra, 46
11064;Chase;Reed;359;Montaña: 200, negra, 38
11069;Carolyn;Navarro;357;Montaña: 200, plateada, 46
11069;Carolyn;Navarro;345;Montaña: 100, plateada, 42
11069;Carolyn;Navarro;561;Paseo: 1000, amarilla, 46
11070;Willie;Raji;361;Montaña: 200, negra, 42
11070;Willie;Raji;346;Montaña: 100, plateada, 44
11070;Willie;Raji;562;Paseo: 1000, amarilla, 50
11072;Casey;Luo;355;Montaña: 200, plateada, 42
11072;Casey;Luo;561;Paseo: 1000, amarilla, 46
11072;Casey;Luo;344;Montaña: 100, plateada, 38
11075;Felicia;Jimenez;351;Montaña: 100, negra, 48
11075;Felicia;Jimenez;574;Paseo: 1000, azul, 50
11075;Felicia;Jimenez;363;Montaña: 200, negra, 46
11076;Blake;Anderson;353;Montaña: 200, plateada, 38
11076;Blake;Anderson;344;Montaña: 100, plateada, 38
11076;Blake;Anderson;574;Paseo: 1000, azul, 50
11077;Leah;Ye;351;Montaña: 100, negra, 48
11077;Leah;Ye;576;Paseo: 1000, azul, 60
11077;Leah;Ye;357;Montaña: 200, plateada, 46
11080;Damien;Chander;562;Paseo: 1000, amarilla, 50
11080;Damien;Chander;351;Montaña: 100, negra, 48
11080;Damien;Chander;357;Montaña: 200, plateada, 46
11082;Angela;Butler;359;Montaña: 200, negra, 38
11082;Angela;Butler;567;Paseo: 3000, azul, 62
11083;Alyssa;Cox;572;Paseo: 3000, amarilla, 62
11083;Alyssa;Cox;353;Montaña: 200, plateada, 38
11084;Lucas;Phillips;570;Paseo: 3000, amarilla, 54
11084;Lucas;Phillips;357;Montaña: 200, plateada, 46
11088;Hunter;Davis;357;Montaña: 200, plateada, 46
11088;Hunter;Davis;569;Paseo: 3000, amarilla, 50
11089;Abigail;Price;363;Montaña: 200, negra, 46
11089;Abigail;Price;572;Paseo: 3000, amarilla, 62
11090;Trevor;Bryant;310;Carretera: 150, roja, 62
11090;Trevor;Bryant;361;Montaña: 200, negra, 42
11090;Trevor;Bryant;569;Paseo: 3000, amarilla, 50
11092;Cheryl;Diaz;573;Paseo: 1000, azul, 46
11092;Cheryl;Diaz;348;Montaña: 100, negra, 38
11092;Cheryl;Diaz;353;Montaña: 200, plateada, 38
11093;Aimee;He;363;Montaña: 200, negra, 46
11093;Aimee;He;347;Montaña: 100, plateada, 48
11093;Aimee;He;562;Paseo: 1000, amarilla, 50
11095;Chad;Kumar;573;Paseo: 1000, azul, 46
11095;Chad;Kumar;351;Montaña: 100, negra, 48
11095;Chad;Kumar;359;Montaña: 200, negra, 38
11096;Andrés;Anand;564;Paseo: 1000, amarilla, 60
11096;Andrés;Anand;361;Montaña: 200, negra, 42
11096;Andrés;Anand;351;Montaña: 100, negra, 48
11097;Edwin;Nara;351;Montaña: 100, negra, 48
11097;Edwin;Nara;361;Montaña: 200, negra, 42
11097;Edwin;Nara;562;Paseo: 1000, amarilla, 50
11099;Adam;Ross;345;Montaña: 100, plateada, 42
11099;Adam;Ross;361;Montaña: 200, negra, 42
11099;Adam;Ross;575;Paseo: 1000, azul, 54
11100;Latasha;Navarro;349;Montaña: 100, negra, 42
11100;Latasha;Navarro;355;Montaña: 200, plateada, 42
11100;Latasha;Navarro;563;Paseo: 1000, amarilla, 54
11101;Abby;Sai;564;Paseo: 1000, amarilla, 60
11101;Abby;Sai;345;Montaña: 100, plateada, 42
11101;Abby;Sai;353;Montaña: 200, plateada, 38
11103;Cassie;Chande;562;Paseo: 1000, amarilla, 50
11103;Cassie;Chande;359;Montaña: 200, negra, 38
11103;Cassie;Chande;351;Montaña: 100, negra, 48
11104;Edgar;Sara;346;Montaña: 100, plateada, 44
11104;Edgar;Sara;574;Paseo: 1000, azul, 50
11104;Edgar;Sara;359;Montaña: 200, negra, 38
11105;Candace;Fernandez;564;Paseo: 1000, amarilla, 60
11105;Candace;Fernandez;346;Montaña: 100, plateada, 44
11105;Candace;Fernandez;361;Montaña: 200, negra, 42
11106;Jessie;Liu;561;Paseo: 1000, amarilla, 46
11106;Jessie;Liu;346;Montaña: 100, plateada, 44
11106;Jessie;Liu;359;Montaña: 200, negra, 38
11107;Bianca;Lin;349;Montaña: 100, negra, 42
11107;Bianca;Lin;353;Montaña: 200, plateada, 38
11107;Bianca;Lin;573;Paseo: 1000, azul, 46
11108;Kari;Alvarez;561;Paseo: 1000, amarilla, 46
11108;Kari;Alvarez;361;Montaña: 200, negra, 42
11108;Kari;Alvarez;348;Montaña: 100, negra, 38
11109;Ruben;Kapoor;349;Montaña: 100, negra, 42
11109;Ruben;Kapoor;561;Paseo: 1000, amarilla, 46
11109;Ruben;Kapoor;363;Montaña: 200, negra, 46
11110;Curtis;Yang;562;Paseo: 1000, amarilla, 50
11110;Curtis;Yang;344;Montaña: 100, plateada, 38
11110;Curtis;Yang;361;Montaña: 200, negra, 42
11111;Meredith;Gutierrez;344;Montaña: 100, plateada, 38
11111;Meredith;Gutierrez;576;Paseo: 1000, azul, 60
11111;Meredith;Gutierrez;363;Montaña: 200, negra, 46
11112;Crystal;Wang;355;Montaña: 200, plateada, 42
11112;Crystal;Wang;348;Montaña: 100, negra, 38
11112;Crystal;Wang;561;Paseo: 1000, amarilla, 46
11117;April;Deng;562;Paseo: 1000, amarilla, 50
11117;April;Deng;355;Montaña: 200, plateada, 42
11117;April;Deng;345;Montaña: 100, plateada, 42
11120;Beth;Jiménez;350;Montaña: 100, negra, 44
11120;Beth;Jiménez;562;Paseo: 1000, amarilla, 50
11120;Beth;Jiménez;361;Montaña: 200, negra, 42
11124;Ross;Jordan;345;Montaña: 100, plateada, 42
11124;Ross;Jordan;563;Paseo: 1000, amarilla, 54
11124;Ross;Jordan;359;Montaña: 200, negra, 38
11126;Shaun;Carson;565;Paseo: 3000, azul, 54
11126;Shaun;Carson;590;Montaña: 400 para mujer, plateada, 46
11126;Shaun;Carson;344;Montaña: 100, plateada, 38
11129;Julia;Wright;313;Carretera: 150, roja, 52
11129;Julia;Wright;363;Montaña: 200, negra, 46
11132;Melissa;Richardson;361;Montaña: 200, negra, 42
11134;Larry;Townsend;570;Paseo: 3000, amarilla, 54
11134;Larry;Townsend;346;Montaña: 100, plateada, 44
11134;Larry;Townsend;589;Montaña: 400 para mujer, plateada, 42
11135;Marcus;Harris;355;Montaña: 200, plateada, 42
11136;Brianna;Morgan;359;Montaña: 200, negra, 38
11144;Edward;Hernandez;363;Montaña: 200, negra, 46
11145;Jasmine;Coleman;363;Montaña: 200, negra, 46
11147;Ernest;Wu;355;Montaña: 200, plateada, 42
11147;Ernest;Wu;561;Paseo: 1000, amarilla, 46
11147;Ernest;Wu;351;Montaña: 100, negra, 48
11151;Melinda;Gill;349;Montaña: 100, negra, 42
11151;Melinda;Gill;363;Montaña: 200, negra, 46
11151;Melinda;Gill;561;Paseo: 1000, amarilla, 46
11152;James;Williams;361;Montaña: 200, negra, 42
11154;Megan;Walker;355;Montaña: 200, plateada, 42
11155;Hunter;Robinson;353;Montaña: 200, plateada, 38
11156;Maria;Roberts;359;Montaña: 200, negra, 38
11158;Jason;Wright;353;Montaña: 200, plateada, 38
11160;Maurice;Tang;353;Montaña: 200, plateada, 38
11162;Chase;Cox;359;Montaña: 200, negra, 38
11167;Jasmine;Barnes;361;Montaña: 200, negra, 42
11167;Jasmine;Barnes;571;Paseo: 3000, amarilla, 58
11168;David;Rodriguez;363;Montaña: 200, negra, 46
11168;David;Rodriguez;569;Paseo: 3000, amarilla, 50
11171;Jonathan;Hill;312;Carretera: 150, roja, 48
11171;Jonathan;Hill;359;Montaña: 200, negra, 38
11171;Jonathan;Hill;570;Paseo: 3000, amarilla, 54
11175;Luis;Wang;312;Carretera: 150, roja, 48
11175;Luis;Wang;585;Paseo: 3000, azul, 44
11175;Luis;Wang;353;Montaña: 200, plateada, 38
11189;Lawrence;Blanco;312;Carretera: 150, roja, 48
11189;Lawrence;Blanco;361;Montaña: 200, negra, 42
11191;Kristi;Perez;353;Montaña: 200, plateada, 38
11191;Kristi;Perez;312;Carretera: 150, roja, 48
11191;Kristi;Perez;567;Paseo: 3000, azul, 62
11216;Jasmine;Torres;312;Carretera: 150, roja, 48
11216;Jasmine;Torres;363;Montaña: 200, negra, 46
11217;Natalie;Adams;357;Montaña: 200, plateada, 46
11217;Natalie;Adams;310;Carretera: 150, roja, 62
11224;Tiffany;Li;310;Carretera: 150, roja, 62
11224;Tiffany;Li;363;Montaña: 200, negra, 46
11224;Tiffany;Li;568;Paseo: 3000, amarilla, 44
11227;Marshall;Chavez;313;Carretera: 150, roja, 52
11227;Marshall;Chavez;361;Montaña: 200, negra, 42
11237;Clarence;Anand;350;Montaña: 100, negra, 44
11237;Clarence;Anand;575;Paseo: 1000, azul, 54
11237;Clarence;Anand;353;Montaña: 200, plateada, 38
11237;Clarence;Anand;380;Carretera: 250, negra, 58
11238;Mayra;Prasad;346;Montaña: 100, plateada, 44
11238;Mayra;Prasad;359;Montaña: 200, negra, 38
11238;Mayra;Prasad;578;Paseo: 2000, azul, 50
11238;Mayra;Prasad;605;Carretera: 750, negra, 48
11239;Latoya;Goel;584;Carretera: 750, negra, 58
11239;Latoya;Goel;351;Montaña: 100, negra, 48
11239;Latoya;Goel;363;Montaña: 200, negra, 46
11239;Latoya;Goel;577;Paseo: 2000, azul, 46
11240;Anne;Hernandez;606;Carretera: 750, negra, 52
11240;Anne;Hernandez;579;Paseo: 2000, azul, 54
11240;Anne;Hernandez;344;Montaña: 100, plateada, 38
11240;Anne;Hernandez;355;Montaña: 200, plateada, 42
11241;Lisa;Cai;591;Montaña: 500, plateada, 40
11241;Lisa;Cai;574;Paseo: 1000, azul, 50
11241;Lisa;Cai;363;Montaña: 200, negra, 46
11241;Lisa;Cai;360;Montaña: 200, negra, 42
11241;Lisa;Cai;605;Carretera: 750, negra, 48
11241;Lisa;Cai;563;Paseo: 1000, amarilla, 54
11241;Lisa;Cai;568;Paseo: 3000, amarilla, 44
11242;Larry;Munoz;353;Montaña: 200, plateada, 38
11242;Larry;Munoz;360;Montaña: 200, negra, 42
11242;Larry;Munoz;592;Montaña: 500, plateada, 42
11242;Larry;Munoz;562;Paseo: 1000, amarilla, 50
11242;Larry;Munoz;566;Paseo: 3000, azul, 58
11242;Larry;Munoz;584;Carretera: 750, negra, 58
11242;Larry;Munoz;573;Paseo: 1000, azul, 46
11243;Robin;Alvarez;565;Paseo: 3000, azul, 54
11243;Robin;Alvarez;361;Montaña: 200, negra, 42
11243;Robin;Alvarez;344;Montaña: 100, plateada, 38
11243;Robin;Alvarez;605;Carretera: 750, negra, 48
11244;Alexis;Coleman;585;Paseo: 3000, azul, 44
11244;Alexis;Coleman;605;Carretera: 750, negra, 48
11244;Alexis;Coleman;355;Montaña: 200, plateada, 42
11244;Alexis;Coleman;344;Montaña: 100, plateada, 38
11245;Ricky;Vazquez;350;Montaña: 100, negra, 44
11245;Ricky;Vazquez;353;Montaña: 200, plateada, 38
11245;Ricky;Vazquez;573;Paseo: 1000, azul, 46
11245;Ricky;Vazquez;378;Carretera: 250, negra, 52
11246;Latasha;Rubio;562;Paseo: 1000, amarilla, 50
11246;Latasha;Rubio;374;Carretera: 250, negra, 44
11246;Latasha;Rubio;349;Montaña: 100, negra, 42
11246;Latasha;Rubio;355;Montaña: 200, plateada, 42
11247;Claudia;Zhou;350;Montaña: 100, negra, 44
11247;Claudia;Zhou;363;Montaña: 200, negra, 46
11247;Claudia;Zhou;586;Paseo: 3000, azul, 50
11247;Claudia;Zhou;584;Carretera: 750, negra, 58
11249;Cindy;Patel;564;Paseo: 1000, amarilla, 60
11249;Cindy;Patel;580;Carretera: 350 para mujer, amarilla, 40
11249;Cindy;Patel;361;Montaña: 200, negra, 42
11249;Cindy;Patel;347;Montaña: 100, plateada, 48
11250;Shannon;Liu;606;Carretera: 750, negra, 52
11250;Shannon;Liu;347;Montaña: 100, plateada, 48
11250;Shannon;Liu;361;Montaña: 200, negra, 42
11250;Shannon;Liu;586;Paseo: 3000, azul, 50
11251;Xavier;Long;363;Montaña: 200, negra, 46
11252;Nicholas;Thompson;311;Carretera: 150, roja, 44
11252;Nicholas;Thompson;586;Paseo: 3000, azul, 50
11252;Nicholas;Thompson;353;Montaña: 200, plateada, 38
11257;Jacqueline;Powell;566;Paseo: 3000, azul, 58
11257;Jacqueline;Powell;312;Carretera: 150, roja, 48
11257;Jacqueline;Powell;363;Montaña: 200, negra, 46
11259;Victoria;Stewart;310;Carretera: 150, roja, 62
11259;Victoria;Stewart;359;Montaña: 200, negra, 38
11259;Victoria;Stewart;566;Paseo: 3000, azul, 58
11261;Stephanie;Collins;567;Paseo: 3000, azul, 62
11261;Stephanie;Collins;361;Montaña: 200, negra, 42
11261;Stephanie;Collins;312;Carretera: 150, roja, 48
11263;Trinity;Richardson;313;Carretera: 150, roja, 52
11263;Trinity;Richardson;353;Montaña: 200, plateada, 38
11263;Trinity;Richardson;568;Paseo: 3000, amarilla, 44
11264;Eduardo;Martin;571;Paseo: 3000, amarilla, 58
11264;Eduardo;Martin;363;Montaña: 200, negra, 46
11265;Elizabeth;Jones;359;Montaña: 200, negra, 38
11266;Taylor;Howard;355;Montaña: 200, plateada, 42
11266;Taylor;Howard;311;Carretera: 150, roja, 44
11267;David;Diaz;313;Carretera: 150, roja, 52
11267;David;Diaz;361;Montaña: 200, negra, 42
11270;Robert;Lee;312;Carretera: 150, roja, 48
11270;Robert;Lee;363;Montaña: 200, negra, 46
11271;Danielle;Reed;355;Montaña: 200, plateada, 42
11271;Danielle;Reed;314;Carretera: 150, roja, 56
11272;Lauren;Martinez;353;Montaña: 200, plateada, 38
11272;Lauren;Martinez;311;Carretera: 150, roja, 44
11274;Kyle;Foster;311;Carretera: 150, roja, 44
11274;Kyle;Foster;361;Montaña: 200, negra, 42
11275;Jenny;Rai;313;Carretera: 150, roja, 52
11275;Jenny;Rai;357;Montaña: 200, plateada, 46
11278;Jonathan;Phillips;363;Montaña: 200, negra, 46
11278;Jonathan;Phillips;310;Carretera: 150, roja, 62
11281;Megan;Barnes;313;Carretera: 150, roja, 52
11281;Megan;Barnes;355;Montaña: 200, plateada, 42
11282;Christian;Thomas;361;Montaña: 200, negra, 42
11282;Christian;Thomas;312;Carretera: 150, roja, 48
11286;Hunter;Griffin;310;Carretera: 150, roja, 62
11286;Hunter;Griffin;363;Montaña: 200, negra, 46
11289;Maria;Carter;312;Carretera: 150, roja, 48
11289;Maria;Carter;359;Montaña: 200, negra, 38
11290;Katelyn;Sanchez;311;Carretera: 150, roja, 44
11290;Katelyn;Sanchez;355;Montaña: 200, plateada, 42
11291;Jenna;Wright;313;Carretera: 150, roja, 52
11291;Jenna;Wright;363;Montaña: 200, negra, 46
11292;Seth;Phillips;311;Carretera: 150, roja, 44
11292;Seth;Phillips;359;Montaña: 200, negra, 38
11295;Taylor;Lewis;313;Carretera: 150, roja, 52
11295;Taylor;Lewis;353;Montaña: 200, plateada, 38
11296;Haley;Richardson;312;Carretera: 150, roja, 48
11296;Haley;Richardson;359;Montaña: 200, negra, 38
11297;Noah;Coleman;363;Montaña: 200, negra, 46
11297;Noah;Coleman;312;Carretera: 150, roja, 48
11298;Jon;Luo;312;Carretera: 150, roja, 48
11298;Jon;Luo;357;Montaña: 200, plateada, 46
11299;Orlando;Vazquez;310;Carretera: 150, roja, 62
11299;Orlando;Vazquez;359;Montaña: 200, negra, 38
11302;Spencer;Russell;311;Carretera: 150, roja, 44
11302;Spencer;Russell;363;Montaña: 200, negra, 46
11303;Julia;Coleman;310;Carretera: 150, roja, 62
11303;Julia;Coleman;361;Montaña: 200, negra, 42
11307;Hunter;Rodriguez;355;Montaña: 200, plateada, 42
11307;Hunter;Rodriguez;314;Carretera: 150, roja, 56
11316;Luke;Allen;361;Montaña: 200, negra, 42
11317;Victoria;Russell;359;Montaña: 200, negra, 38
11317;Victoria;Russell;314;Carretera: 150, roja, 56
11319;Jade;Bailey;363;Montaña: 200, negra, 46
11319;Jade;Bailey;310;Carretera: 150, roja, 62
11323;Jose;Patterson;312;Carretera: 150, roja, 48
11323;Jose;Patterson;363;Montaña: 200, negra, 46
11324;Zachary;Anderson;361;Montaña: 200, negra, 42
11324;Zachary;Anderson;310;Carretera: 150, roja, 62
11325;Elijah;Ross;310;Carretera: 150, roja, 62
11325;Elijah;Ross;357;Montaña: 200, plateada, 46
11326;Rafael;Xie;314;Carretera: 150, roja, 56
11326;Rafael;Xie;363;Montaña: 200, negra, 46
11327;Jaime;Moreno;314;Carretera: 150, roja, 56
11327;Jaime;Moreno;359;Montaña: 200, negra, 38
11328;Julian;Griffin;563;Paseo: 1000, amarilla, 54
11328;Julian;Griffin;353;Montaña: 200, plateada, 38
11329;Andy;Alvarez;355;Montaña: 200, plateada, 42
11329;Andy;Alvarez;311;Carretera: 150, roja, 44
11332;Deanna;Ramos;346;Montaña: 100, plateada, 44
11332;Deanna;Ramos;353;Montaña: 200, plateada, 38
11333;Emily;Miller;575;Paseo: 1000, azul, 54
11333;Emily;Miller;344;Montaña: 100, plateada, 38
11333;Emily;Miller;355;Montaña: 200, plateada, 42
11334;Nicole;Brown;353;Montaña: 200, plateada, 38
11334;Nicole;Brown;346;Montaña: 100, plateada, 44
11334;Nicole;Brown;562;Paseo: 1000, amarilla, 50
11335;Carla;Raman;357;Montaña: 200, plateada, 46
11335;Carla;Raman;345;Montaña: 100, plateada, 42
11336;Shaun;Raji;356;Montaña: 200, plateada, 46
11336;Shaun;Raji;355;Montaña: 200, plateada, 42
11337;Jerome;Romero;350;Montaña: 100, negra, 44
11337;Jerome;Romero;353;Montaña: 200, plateada, 38
11337;Jerome;Romero;573;Paseo: 1000, azul, 46
11338;Frank;Navarro;349;Montaña: 100, negra, 42
11338;Frank;Navarro;357;Montaña: 200, plateada, 46
11339;Dennis;She;360;Montaña: 200, negra, 42
11339;Dennis;She;359;Montaña: 200, negra, 38
11340;Melody;Munoz;359;Montaña: 200, negra, 38
11340;Melody;Munoz;360;Montaña: 200, negra, 42
11341;Randy;Zeng;573;Paseo: 1000, azul, 46
11341;Randy;Zeng;359;Montaña: 200, negra, 38
11341;Randy;Zeng;347;Montaña: 100, plateada, 48
11343;Arthur;Carlson;345;Montaña: 100, plateada, 42
11343;Arthur;Carlson;575;Paseo: 1000, azul, 54
11343;Arthur;Carlson;363;Montaña: 200, negra, 46
11344;Jessie;Jimenez;344;Montaña: 100, plateada, 38
11344;Jessie;Jimenez;361;Montaña: 200, negra, 42
11344;Jessie;Jimenez;561;Paseo: 1000, amarilla, 46
11345;Robin;Ramos;353;Montaña: 200, plateada, 38
11345;Robin;Ramos;362;Montaña: 200, negra, 46
11346;Deanna;Gutierrez;360;Montaña: 200, negra, 42
11346;Deanna;Gutierrez;355;Montaña: 200, plateada, 42
11351;Anne;Ramos;348;Montaña: 100, negra, 38
11351;Anne;Ramos;561;Paseo: 1000, amarilla, 46
11351;Anne;Ramos;363;Montaña: 200, negra, 46
11353;Carrie;Ortega;363;Montaña: 200, negra, 46
11353;Carrie;Ortega;351;Montaña: 100, negra, 48
11353;Carrie;Ortega;575;Paseo: 1000, azul, 54
11356;Terrence;Carson;348;Montaña: 100, negra, 38
11356;Terrence;Carson;587;Montaña: 400 para mujer, plateada, 38
11356;Terrence;Carson;569;Paseo: 3000, amarilla, 50
11357;Ramon;Ye;586;Paseo: 3000, azul, 50
11357;Ramon;Ye;349;Montaña: 100, negra, 42
11357;Ramon;Ye;590;Montaña: 400 para mujer, plateada, 46
11358;Cynthia;Malhotra;568;Paseo: 3000, amarilla, 44
11358;Cynthia;Malhotra;348;Montaña: 100, negra, 38
11358;Cynthia;Malhotra;588;Montaña: 400 para mujer, plateada, 40
11359;Jarrod;Prasad;350;Montaña: 100, negra, 44
11359;Jarrod;Prasad;587;Montaña: 400 para mujer, plateada, 38
